date,latitude,longitude,temperature
2020-01-16 12:00:00+00:00,-5.5,76.5,29.32046
2020-01-16 12:00:00+00:00,-5.5,77.5,29.335342
2020-01-16 12:00:00+00:00,-5.5,78.5,29.24941
2020-01-16 12:00:00+00:00,-5.5,79.5,29.144035
2020-01-16 12:00:00+00:00,-5.5,80.5,29.033264
2020-01-16 12:00:00+00:00,-6.5,60.5,29.155952
2020-01-16 12:00:00+00:00,-6.5,61.5,29.085936
2020-01-16 12:00:00+00:00,-6.5,62.5,28.915321
2020-01-16 12:00:00+00:00,-6.5,63.5,28.908562
2020-01-16 12:00:00+00:00,-6.5,64.5,29.091003
2020-01-16 12:00:00+00:00,-6.5,65.5,29.22963
2020-01-16 12:00:00+00:00,-6.5,66.5,29.289837
2020-01-16 12:00:00+00:00,-6.5,67.5,29.335352
2020-01-16 12:00:00+00:00,-6.5,68.5,29.352573
2020-01-16 12:00:00+00:00,-6.5,69.5,29.31016
2020-01-16 12:00:00+00:00,-6.5,70.5,29.230904
2020-01-16 12:00:00+00:00,-6.5,71.5,29.185732
2020-01-16 12:00:00+00:00,-6.5,72.5,29.17275
2020-01-16 12:00:00+00:00,-6.5,73.5,29.16415
2020-01-16 12:00:00+00:00,-6.5,74.5,29.185036
2020-01-16 12:00:00+00:00,-6.5,75.5,29.266136
2020-01-16 12:00:00+00:00,-6.5,76.5,29.382015
2020-01-16 12:00:00+00:00,-6.5,77.5,29.387962
